Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Italy,North America,2020,April,Adventure,315479,370142.09,328267.53,2219.11,74387.24,6242.47,1807,68244,5.74
Netherlands,North America,2022,April,Eco-tourism,311686,847304.8,282347.2,1428.64,20164.38,21099.49,720,39210,8.08
Netherlands,Western Europe,2020,March,Cultural,464945,52022.74,182730.41,4345.03,116998.15,5043.63,4467,69049,6.05
Australia,Australia,2021,May,Medical,272495,836699.28,190274.38,1270.86,186904.8,19502.5,52,98123,3.56
Germany,Western Europe,2022,December,Eco-tourism,472280,619617.93,231383.91,3160.49,116799.83,18705.24,114,1083,5.34
Italy,Australia,2023,October,Leisure,425183,954162.36,176054.45,3496.62,184269.97,1224.46,3098,74387,3.7
Netherlands,Western Europe,2023,December,Cultural,107024,28098.38,262905.43,2393.38,56398.78,49685.06,1919,11115,1.81
UK,Australia,2022,June,Adventure,273467,159498.9,321054.84,2954.24,65385.37,42740.02,169,61316,3.34
Italy,Australia,2021,June,Leisure,86493,752980.87,414963.55,2237.52,130652.35,17876.51,2951,25429,2.42
Spain,Australia,2023,September,Medical,266733,181040.19,474205.79,4935.12,16254.57,24109.63,2788,77041,6.72
Australia,Australia,2021,September,Cultural,260387,599638.49,287425.35,3105.72,29847.49,36078.73,4836,67982,5.52
France,Australia,2020,August,Cultural,63213,108581.09,93850.48,3563.68,197821.74,32221.32,1445,30884,6.83
USA,Western Europe,2022,September,Leisure,384121,180184.03,106327.84,4688.64,36543.43,48175.77,1264,23436,4.62
Australia,Australia,2023,June,Cultural,459938,337890.66,214053.8,1082.77,11739.24,30531.91,1749,23379,1.76
Italy,Australia,2020,June,Cultural,189828,661260.18,301391.55,1655.71,7999.36,14792.81,3961,59747,7.91
Germany,Western Europe,2020,August,Eco-tourism,11762,529495.02,205829.03,2000.15,64629.65,6386.29,1320,3015,7.13
Spain,Australia,2021,January,Medical,332816,575684.25,15416.57,1339.87,168570.58,16241.82,2343,77770,3.21
Spain,Western Europe,2022,August,Eco-tourism,285565,986329.45,268641.24,758.52,164377.16,38856.66,3146,45080,7.05
Spain,North America,2021,December,Adventure,325742,178370.89,308306.37,4041.45,83231.76,24482.28,4807,60605,1.7
France,Western Europe,2022,August,Cultural,448451,704933.72,262434.06,2986.51,63219.16,13996.76,1067,85775,5.64
Spain,Western Europe,2022,October,Cultural,259307,966202.34,11068.96,1670.56,25871.08,9301.98,3793,65209,7.14
Italy,Australia,2021,October,Leisure,190852,387333.82,108993.82,1471.6,142661.53,29249.43,4016,48527,5.12
France,North America,2020,October,Leisure,232710,295821.31,441419.37,4467.22,120341.48,28278.11,4402,65737,7.79
Netherlands,Western Europe,2021,June,Cultural,46034,208941.13,49897.03,2249.51,16101.49,15476.47,3285,68902,7.77
Canada,Australia,2022,August,Leisure,362911,797181.51,288090.17,3443.13,54515.08,18158.47,1789,76399,9.79
Canada,Australia,2023,October,Adventure,12456,247895.73,15940.03,979.36,92237.18,42484.87,4990,45955,4.58
Spain,Western Europe,2023,November,Medical,350718,601358.2,102268.09,2945.52,196552.97,28554.9,1223,19090,6.38
Australia,Australia,2021,June,Cultural,476864,524186.9,188772.64,3473.5,39035.01,22632.87,2691,75264,5.29
Netherlands,Western Europe,2023,January,Eco-tourism,445502,839473.38,15071.82,4120.77,117571.26,10251.01,4658,49874,9.31
France,Western Europe,2023,June,Adventure,159064,176109.22,111954.96,4401.88,110963.6,45094.25,3471,62360,3.44
Australia,Western Europe,2020,December,Medical,432725,622664.73,46236.06,4566.52,92895.92,15272.54,1913,5061,2.53
Italy,Australia,2023,July,Medical,47788,202279,32256.78,569.59,6033.33,25790.68,3133,18448,9.81
Spain,North America,2020,May,Leisure,353085,141596.31,224834.22,2960.78,134345.93,29977.07,4763,92132,4.62
UK,Western Europe,2021,March,Medical,335557,242460.18,232224.18,2717.42,100415.8,17897.34,1042,10086,4.78
France,Western Europe,2023,September,Eco-tourism,249716,125837.88,174237.82,1728.66,198684.53,27916.73,1036,22414,2.11
Netherlands,Western Europe,2022,July,Cultural,216322,778610.54,384209.58,3203.32,132688.35,4709.97,1129,38456,9.13
Italy,North America,2023,July,Medical,255784,866112.38,442825.66,3962.07,9502.56,16968.87,1786,65921,7.68
USA,North America,2020,February,Medical,57753,936195.16,151977.99,3780.24,186260.69,2237.54,2374,12596,1.89
USA,Australia,2020,November,Eco-tourism,276911,422613.16,105633.17,1711.74,80489.49,6090.33,4632,73200,7.11
Canada,North America,2021,December,Medical,482951,591768.49,257408.16,4705.64,196007.28,37008.73,1126,12930,5.6
France,Western Europe,2021,July,Medical,410971,803317.98,473137.19,4234,180594.47,24813.14,943,62192,3.45
Spain,Australia,2021,February,Cultural,264740,417471.91,163513.15,4046.91,53186.8,13889.85,1661,27714,5.09
Canada,Western Europe,2020,November,Eco-tourism,488014,56284.21,189596.08,1022.78,150525.98,38409.04,1887,63428,6.45
Italy,Western Europe,2023,April,Leisure,413485,899575.37,422860.16,1190.81,33133.67,48287.87,1931,83738,6.15
Australia,Australia,2022,February,Medical,67256,638064.17,448409.14,2237.79,150904.83,36696.47,4329,73592,1.76
Italy,North America,2021,June,Adventure,18170,45620.83,439448.3,3436.84,93446.46,35970.92,2328,21643,1.57
Switzerland,Australia,2022,April,Medical,492894,387315.19,372607.17,3440.56,59364.8,31323.85,3414,29107,8.49
Netherlands,Australia,2021,November,Adventure,310821,967492.36,239460.26,3274.8,170868.34,28218.43,1137,57999,4.26
Italy,North America,2023,November,Cultural,75095,56855.6,275172.97,3964.98,46749.5,25904.43,2771,94486,4.69
France,Western Europe,2023,July,Cultural,364934,473801.31,108466.51,1064.38,147928.23,32304.13,4840,17042,7.59
Canada,North America,2023,September,Adventure,98852,134628.18,401272.2,3624.63,54155.47,3375.46,4681,31030,4.63
Germany,North America,2021,January,Adventure,26191,299315.81,323355.01,1702.56,62057.15,21352.89,3352,78322,8.8
Netherlands,Australia,2023,February,Leisure,138044,562196.96,218748.14,3933.08,56107.48,1504.2,593,54940,8.87
Italy,Western Europe,2023,September,Cultural,41703,407346.89,273187.57,1285,57367.38,3512.26,4776,77737,7.9
Netherlands,Western Europe,2021,August,Cultural,112629,672057.48,296688.1,2158.76,89947.84,19854.35,2749,15696,5.65
Australia,North America,2022,June,Eco-tourism,253721,958485.35,96130.23,2019.88,88707.37,2787.61,2559,46351,9.44
Australia,Australia,2021,October,Eco-tourism,360200,494315.35,47892.47,2464.42,124775.86,10098.96,399,88536,3.56
Spain,Australia,2022,July,Adventure,53463,746860.69,198781.16,988.13,70004.4,31360.21,1444,87464,1.15
Italy,North America,2023,May,Adventure,375038,400617.22,424651.86,3981.84,106013.13,10234.28,2796,71061,9.43
USA,North America,2021,July,Cultural,316258,160369.97,81113.51,2186.76,26816.81,23945.23,2785,70699,3.51
UK,Western Europe,2022,May,Adventure,157530,999258.28,114860.27,4581.82,168346.4,11569.04,2135,37988,8.71
Spain,Western Europe,2021,April,Adventure,149628,656302.66,16652.23,2834.05,132273.26,6268.27,1282,49003,7.9
Switzerland,Australia,2020,April,Adventure,359588,330876.74,207221.5,4864.68,134393.89,43165.31,1899,77654,1.1
France,Western Europe,2023,August,Adventure,87061,989532.65,464135.14,1601.06,158965.96,3963.29,2394,60790,7.52
Netherlands,North America,2021,January,Cultural,183296,477563.25,86015.08,4283.57,164295.97,13673.7,1669,31521,6.91
Netherlands,North America,2023,November,Cultural,298797,680019.28,412447.32,4740.97,55821.64,34332.27,4604,87094,5.93
UK,North America,2020,March,Adventure,148130,996504.21,63077.58,2679.6,133419.76,31316.03,2042,63071,7.47
Spain,Australia,2022,October,Adventure,152816,768818.33,77830.53,4548.95,147508.08,38611.92,1496,74280,7.11
Switzerland,North America,2023,February,Leisure,134232,54517.02,337328.79,2455.25,57661.1,29902.31,3731,78755,5.85
Australia,Australia,2021,February,Medical,275540,106856.6,324266.52,4773.17,192503.1,26182.59,3738,14680,3.72
USA,Australia,2021,November,Medical,394518,959476.87,401983.22,1600.01,152661.92,25791.18,428,9613,8.44
UK,Western Europe,2020,October,Eco-tourism,347731,503848.65,350892.51,2287.64,199997.65,28072.29,2729,15622,8.58
Italy,North America,2022,February,Leisure,195401,644443.69,14000.11,4815.76,141783.82,17911.1,1443,54402,6.03
Canada,North America,2022,January,Cultural,163617,693024.94,277162.55,3628.64,142008.97,34943.32,2065,54879,3.31
UK,Western Europe,2021,November,Leisure,130827,503284.26,93060.4,1288.32,55066.7,5860.32,4425,76467,9.23
Spain,Western Europe,2020,February,Eco-tourism,450384,469090.87,339757.78,4266.3,194291.38,24041.77,4207,47154,6.43
USA,Western Europe,2023,July,Medical,319587,328125.68,472433.37,4493.03,186449.92,37658.93,4494,16813,4.08
USA,Western Europe,2022,July,Adventure,479229,84919.18,114196.41,1218.1,41331.49,47530.5,4137,26503,9.54
Germany,Australia,2020,February,Adventure,17723,925497.85,131892.34,2499.43,177845.99,1686.77,1387,67962,4.98
Germany,Western Europe,2023,April,Medical,342168,865153.55,46368.37,2435.38,181690.95,41392.83,919,19657,8.43
USA,North America,2022,January,Leisure,307226,378415.53,314070.68,4277.1,154558.29,20614.94,3884,38320,3.34
Switzerland,North America,2022,November,Adventure,430192,974853.88,88521.69,3656.83,165817.6,49914.82,789,20269,8.29
Italy,North America,2023,March,Leisure,24202,776810.52,254353.62,3926.8,139985.77,33308.41,1395,21124,4.64
Italy,Western Europe,2021,November,Adventure,380106,957826.87,130628.22,1249.15,169338.62,48496.56,636,46675,6.98
Spain,North America,2020,January,Adventure,229191,538238.3,382861.08,2595.24,47590.44,13087.21,728,51280,9.39
Italy,Australia,2022,May,Adventure,482560,134108.65,179377.18,4401.36,124575.08,40420.36,2651,97833,2.42
Italy,North America,2021,October,Eco-tourism,97721,754873.18,197916.76,3770.68,182963.57,44768.06,3872,62701,6.42
France,North America,2021,September,Eco-tourism,245988,124516.1,27447.12,2316.71,197593.94,9192.85,1312,60055,9.02
Canada,Western Europe,2022,May,Leisure,390979,730941.07,487256.65,3256.72,199847.31,19230.16,1394,90159,3.14
Australia,North America,2023,December,Eco-tourism,192874,119940.82,8898.16,2967.81,8880.45,49882.95,1582,52707,2.86
Germany,Western Europe,2022,December,Medical,456906,824458.63,273572.86,4662.41,172507.91,7940.99,4663,16287,8.57
Switzerland,North America,2022,October,Eco-tourism,312441,746645.46,317309.16,1833.28,39822.33,21039.95,3810,59905,7.83
France,Western Europe,2020,November,Eco-tourism,39323,789762.58,489400.95,2229.41,149132.98,8915.66,4007,73982,4.28
France,Australia,2023,December,Medical,391028,775296.96,461860.25,4138.16,93822.13,17742.45,4961,75447,5.57
Switzerland,Western Europe,2023,August,Leisure,57715,237781.76,168307.78,3355.84,69371.79,21348.03,4160,93159,2.6
Switzerland,North America,2023,August,Eco-tourism,425838,184199.67,363497.08,4697.88,197551.86,35900.79,3525,71764,4.61
Italy,Western Europe,2021,January,Cultural,381386,444621.28,454830.55,2405.38,140293.78,48726.27,679,77254,9.58
France,Australia,2022,September,Adventure,52174,555192.06,257827.17,2293.08,139727.42,12023.79,4293,76560,5.96
Germany,Australia,2020,December,Adventure,494455,959480.19,40695.08,1551.48,76329.15,25441.09,564,35421,2.22
Switzerland,North America,2023,September,Leisure,314474,328375.76,360411.07,1278.81,195530.4,14848.49,1239,71507,8.08
Spain,Western Europe,2022,November,Eco-tourism,291084,653521.6,91885.25,1131.4,148640.61,12638.27,4845,12543,5.9
Spain,Australia,2022,August,Eco-tourism,392456,262927.54,241743.72,1581.11,73103.1,26752.69,782,98345,8.95
Canada,Australia,2020,August,Leisure,437984,164754.57,42996.14,1733.62,57732.48,18777.42,70,27363,9.45
Canada,Australia,2021,January,Medical,430957,924378.51,240803.62,3076.85,87840.08,12498.53,1413,58166,8.73
Australia,Australia,2023,April,Leisure,28122,336056.86,168434.53,2914,177651.78,43919.11,2526,38850,5.98
Netherlands,Australia,2021,September,Cultural,475335,386237.66,297865.18,1859.35,128582.73,26706.68,2187,42453,1.64
UK,Australia,2021,April,Leisure,450991,923477.75,178490.27,795.43,11651.65,18018.86,4033,76982,4.72
Canada,Western Europe,2020,December,Cultural,207842,84362.05,182592.75,2331.8,191065.13,5266.41,3624,30761,8.31
Australia,Australia,2023,March,Eco-tourism,290518,436983.15,307744.6,2960.04,93007.95,46772.6,3094,63203,2.4
Netherlands,North America,2022,December,Leisure,168152,158295.58,211648.42,2726.89,185316.4,6135.63,171,16933,3.33
Switzerland,North America,2021,April,Cultural,441860,67865.41,341758.71,711.77,140233.93,3647.41,1737,89477,2.52
Netherlands,Western Europe,2020,March,Cultural,229146,171852.87,472682.68,3805.88,148593.52,43232.56,3788,64116,8.84
Switzerland,Western Europe,2021,January,Adventure,96868,741135.05,104109.19,3604.01,109209.41,22478.58,4872,58997,6.01
Germany,North America,2020,June,Eco-tourism,285739,684382.55,257354.31,1297.9,128664.58,46038.28,2148,4245,7.8
Switzerland,Western Europe,2022,February,Eco-tourism,161306,491371.52,435146.1,3214.62,15603.73,40139.21,2124,50379,9.81
Australia,Australia,2023,September,Medical,208898,260714.87,271107.48,3877.48,90882.66,29924.53,3552,64100,5.21
Switzerland,North America,2023,September,Medical,266477,533801.87,250579.66,1837.38,138197.78,15676.06,3453,40041,2.42
Spain,Australia,2022,April,Cultural,448448,94209.07,190831.55,3690.25,55074.43,14398.4,4582,29356,6.18
UK,North America,2020,November,Leisure,28278,485217.47,388291.67,1227.67,185370.91,26153.71,2671,40630,7.05
France,North America,2020,January,Medical,158199,571427.88,241187.15,506.7,132709.26,30124.41,2267,61815,7.05
Germany,Australia,2022,December,Leisure,15363,87487.37,378781.39,3310.62,10760.82,41434.59,2744,42800,9.1
Canada,North America,2022,December,Adventure,429742,369353.3,113443.63,1859.91,127223.66,33021.65,3004,56778,1.73
Canada,North America,2023,October,Medical,29782,460629.14,17052.37,1280.81,14125.44,45461.46,945,90219,4.56
Australia,Australia,2021,April,Medical,296086,324755.31,69401.28,969.18,146934.23,6972.7,1264,93886,5.24
Australia,Australia,2021,May,Cultural,355942,680783.23,387139.64,4461.55,129709,41959.67,3403,87551,9.46
Australia,Western Europe,2022,June,Medical,147426,394992.25,210636.83,521.46,141510.33,17248.18,56,20652,4.72
UK,North America,2021,November,Medical,158764,52693.65,10786.8,1833.33,75085.25,29410.87,775,68715,5.81
Spain,Western Europe,2020,September,Medical,306902,247504.59,451769.12,2731.24,12894.49,29187.14,4886,48557,5.75
UK,Australia,2020,February,Adventure,423428,139751.22,298324.33,858.77,78540.72,34316.68,2735,58910,4.48
Canada,Western Europe,2022,January,Medical,486718,114708.9,96017.62,1394.39,194973.13,13499.56,4334,39752,7.66
Italy,Western Europe,2023,October,Eco-tourism,491947,826061.18,204082.08,2556.39,89765.82,33169.09,103,87966,1.15
Switzerland,North America,2023,November,Adventure,164278,217077.77,265468.22,3587.85,72559.23,4205.97,2697,50542,4.65
Spain,North America,2023,December,Leisure,59855,163171.57,55990.58,3704.11,26131.44,24109.87,2133,72464,1.36
Canada,Australia,2022,November,Eco-tourism,194233,653526.81,119316.65,1444.82,13267.48,9624.8,4036,47734,5.6
Australia,Western Europe,2021,September,Eco-tourism,293430,90310.59,270298.86,1500.54,66677.37,49960.21,3585,52653,5.22
Spain,North America,2020,January,Medical,197498,730219.93,349094.05,3243.5,128640.03,1629.42,1881,56477,7.42
Spain,Australia,2021,March,Cultural,71483,323653.87,428061.67,3899.89,20049.41,43309.38,2154,78176,4.85
Canada,North America,2023,June,Cultural,323218,906866.7,152961.04,1860.62,59335,8569.92,2168,34350,2.17
Switzerland,Western Europe,2023,November,Leisure,311952,25371.82,352984.49,2882.73,69425.36,20391.03,4458,32336,4.76
USA,Australia,2021,October,Leisure,436218,949262.55,318367.55,2666.04,127800.98,39035.01,190,70804,4.87
Italy,Australia,2022,November,Eco-tourism,372701,91613.66,205612.39,1466.71,198502.32,22983.25,4591,7592,2.9
France,Australia,2023,December,Cultural,194134,506893.12,321563.89,4606.19,80618.32,19088.31,783,16129,9.67
Australia,Western Europe,2023,July,Cultural,459981,490213.31,13096.78,4939.63,196446.1,7976.09,2327,83802,7.68
France,Australia,2021,April,Eco-tourism,262593,411220.39,114466.32,2076.39,149852.65,35293.31,219,76685,2.96
USA,Australia,2021,July,Cultural,311393,864314.42,215561.74,720.33,140088.39,47648.02,1122,18436,3.51
Canada,Australia,2020,March,Eco-tourism,232590,333442.34,184234.03,2342.39,114725.27,27672.3,284,12674,3.75
Spain,North America,2020,June,Cultural,330631,862923.65,246561.52,1207.19,76913.12,7043.32,1311,30911,2.33
Canada,Western Europe,2020,February,Leisure,202579,84275.62,221540.59,4291.52,92973.6,17629.45,4955,34120,8.4
UK,Australia,2023,October,Cultural,420301,651381.96,390564.97,1463.15,142435.74,45396.49,815,10263,9.62
Australia,Western Europe,2023,July,Eco-tourism,249019,825721.14,262826.67,2080.33,179170.28,27249.72,4264,33619,4.95
Spain,Western Europe,2020,September,Eco-tourism,50921,774263.94,48470.87,2752.38,105548.2,16555.3,3885,14606,2.57
Switzerland,Australia,2020,February,Adventure,190030,503570.12,89629.79,2395.97,79463.8,34714.24,3976,63504,3.89
Switzerland,Western Europe,2022,August,Eco-tourism,50925,209293.25,141997.43,2222.98,11270.87,24528.78,1005,38170,1.36
Spain,North America,2020,October,Adventure,238503,952919.85,466361.72,3960.37,121032.17,5818.08,2303,73871,8.02
Canada,North America,2020,April,Leisure,436654,480747.62,432839.95,3626.38,159755.21,32934.19,4652,17646,7.95
Italy,North America,2022,October,Adventure,239370,140983.87,453656.44,4567.04,143190.47,37318.1,240,54505,4.6
Germany,Australia,2023,November,Leisure,391172,83715.88,297216.47,1192.97,194462.66,18914.18,654,3751,1.94
Spain,Australia,2021,May,Adventure,14683,800784.09,238647.81,1786.46,146957.01,31909.56,2160,79624,7.88
Italy,North America,2021,May,Medical,274232,836704.69,27716.69,2217.96,79896.41,9764.41,403,96518,2.6
Switzerland,Australia,2020,September,Cultural,217896,298885.34,189962.55,2064.15,144073.25,6169.93,2816,26140,1.2
France,Western Europe,2022,August,Cultural,72312,385799.76,315455.85,3850.61,89206.5,2779.1,4387,26718,9.55
Canada,Western Europe,2020,November,Medical,164083,490191.35,431654.2,2075.8,110517.53,4444.93,4644,30242,4.44
France,Australia,2022,August,Adventure,438337,132831.3,357076.47,2799.45,77501.99,26945.33,2423,8141,5.34
Germany,Western Europe,2022,June,Medical,46957,510860.34,26585.72,1554.51,196199.56,49169.82,4217,38318,3.55
Netherlands,Western Europe,2020,April,Leisure,196824,351059.09,388768.7,2088.1,183200.9,14245.92,234,26090,7.64
Italy,Australia,2023,June,Eco-tourism,116739,664453.74,249214.93,2605.34,41451.35,34167.26,1793,47721,8.54
Italy,North America,2020,November,Medical,435039,23972.19,64866.31,4105.22,147910.32,49238.86,3580,62841,8.24
Netherlands,Western Europe,2023,October,Adventure,159089,691937.24,460499.07,2112.74,32545.59,36489.29,726,35697,3.68
Italy,Australia,2021,December,Cultural,146622,907153.88,159970.92,3267.81,91264.68,25453.24,2665,17160,9.95
USA,Western Europe,2022,November,Eco-tourism,279258,785497.6,243449.25,2559.66,176333.29,35919.1,4186,18866,8.42
Switzerland,Australia,2023,November,Medical,39871,813214.32,10297.56,4900.45,134951.22,24298.45,4801,10531,4.29
UK,Australia,2020,July,Eco-tourism,33443,76657.82,300055.51,2012.42,39914.43,12858,3413,97391,8.36
Australia,Western Europe,2021,July,Eco-tourism,73827,856465.73,316460.98,1716.86,15107.86,41817.03,1936,59492,4.18
Germany,Australia,2020,July,Medical,345861,517925.52,14720.18,2812.56,153931.01,28651.84,4970,88054,2.68
Australia,North America,2021,September,Medical,129541,818013.02,342070.67,2234.56,75172.18,35144.95,2981,82246,7.21
Canada,Western Europe,2023,March,Medical,398511,700297.84,94107.39,705.64,54184.88,38637.42,3542,99879,6.42
France,Australia,2021,May,Adventure,419078,73327.27,82831.22,4933.55,160805.32,35043.1,3860,90129,7.34
Netherlands,Australia,2022,September,Leisure,209741,710074.06,379108.63,3560.83,30253.22,46472.05,3232,9370,5.39
France,Australia,2021,June,Eco-tourism,10626,953806.58,492958.91,1350.56,163999.97,18243.56,1314,13002,1.01
Switzerland,Western Europe,2020,November,Eco-tourism,228304,393585.75,398194.82,3002.07,116585.74,43074.67,1929,61809,1.09
France,Western Europe,2020,May,Leisure,292503,784975.39,70815.23,1892.69,153018.6,32384.44,1613,32046,7.55
Netherlands,North America,2023,December,Eco-tourism,159542,715941.61,250147.29,4716.79,184729.49,43342.29,4498,93910,8.08
UK,Australia,2023,March,Medical,166495,973101.57,332553.13,955.87,166034.8,19462.22,3641,89406,1.33
Australia,Western Europe,2021,February,Adventure,498729,681140.81,121670.27,3479.18,195149.84,32130.18,117,22774,4.41
Australia,Australia,2023,July,Adventure,105807,84248.79,120858.35,1420.3,119253.9,48772.33,231,65563,9.69
Canada,North America,2022,May,Leisure,353967,902188.99,448356.99,635.96,149648.67,48443.44,4939,29015,8.19
Germany,Australia,2020,February,Eco-tourism,48300,593906.36,372356.08,4114.95,66567.91,24398.49,4308,9864,4.05
Netherlands,North America,2022,May,Adventure,258871,901932.22,86993.55,1874.28,87586.22,30412.97,3146,71287,1.22
Canada,Western Europe,2023,April,Medical,253785,282738.9,424690.5,3385.8,6112.31,47444.15,583,82042,1.92
Netherlands,North America,2022,April,Medical,362674,345472.15,373942.71,2842.79,178284.09,30335.85,4946,97098,5.83
Australia,Western Europe,2021,October,Cultural,284080,435534.07,403291.37,932.38,87482.52,40958.34,532,59218,1.09
Netherlands,North America,2021,March,Leisure,163062,839399.6,313821.08,2790.89,101646.86,47164.39,2007,70828,4.71
Canada,North America,2023,August,Cultural,239018,729263.96,48980.86,4557.33,72235.54,23603.56,2605,80634,6.93
Canada,Western Europe,2021,July,Leisure,486498,395136.32,311570.78,2187.22,101605.5,11828.57,1764,77771,7.53
Italy,Western Europe,2020,February,Adventure,486006,197802.78,39420.54,1320.9,142669.09,33977.56,3047,37760,6.68
Switzerland,Western Europe,2022,February,Cultural,431246,457274.06,364342.6,4736.07,149901.09,41847.97,3645,11423,9.73
Spain,Australia,2023,November,Eco-tourism,240365,805270.95,107466.5,4304.45,152718.39,32210.39,580,63082,8.01
Canada,Western Europe,2021,August,Medical,429029,674972.71,288789.3,1033.1,145002.07,18211.68,3904,18342,5.41
Netherlands,North America,2020,September,Cultural,197071,507473.06,55809.14,4844.96,77778.8,46971.01,573,1907,9.02
USA,Australia,2022,August,Adventure,403859,90025.77,412551.31,1481.66,98401,25500.86,2816,78041,9.67
USA,Australia,2022,April,Leisure,291579,911365.45,336415.45,1733.32,78075.07,26432.98,63,89047,4.97
Switzerland,Australia,2021,April,Adventure,51728,186753.83,281329.2,806.52,170041.53,46420.25,3081,92426,5.67
Germany,Australia,2021,January,Eco-tourism,156468,731124.7,16207.76,1771.51,11506.07,30381.52,2315,80111,2.71
France,North America,2023,May,Adventure,275636,532936.33,425322.89,991.19,180458.19,22333.74,3603,61614,8.96
UK,North America,2023,December,Leisure,415989,17567.03,252530.76,1100.05,55321.88,48009.77,1033,2803,9.4
France,Australia,2023,November,Eco-tourism,112919,863845.23,28535.99,4798.92,143858.06,34228.85,1548,4884,2.24
Italy,North America,2020,September,Leisure,148763,946228.1,380668.48,3612.81,98652.1,4007.77,1156,42365,6.14
Italy,Australia,2022,March,Cultural,276487,25363.65,52903.37,925.68,22717.24,43160.12,4921,73255,8.79
France,North America,2020,July,Medical,401274,563555.51,176878,3491.74,96741.68,15939.22,2595,11674,3.89
Switzerland,Western Europe,2023,April,Medical,467630,639439.51,274389.22,2219.46,17431.43,43764.63,3682,64422,7.24
Italy,North America,2023,November,Leisure,245576,864360.48,34751.58,1078.98,107373.34,36381.23,646,57630,2.85
USA,Australia,2022,July,Leisure,266276,676309.18,213528.12,4979.97,129872.92,5433.12,3840,94520,8.42
France,Australia,2021,February,Adventure,474766,758855.62,484708.48,1580.2,130138.3,4043.92,3487,38896,7.98
France,Australia,2021,May,Adventure,492129,268754.12,267127.99,2703.27,115747.26,22249.2,1388,34467,2.83
Netherlands,Australia,2022,March,Medical,439160,263911.29,51211.4,3718.9,180076.98,22203.78,1034,56666,5
Switzerland,Western Europe,2022,July,Eco-tourism,352990,671044.95,454434.03,1148.37,137342.58,19513.29,2305,81176,7.75
UK,Australia,2020,August,Eco-tourism,410790,685933.88,289973.43,3269.42,120941.27,23549.4,4795,10055,6.58
Italy,Western Europe,2022,January,Medical,11251,33791.61,151857.96,2752.11,105271.18,32353.32,2048,86209,4.7
Germany,North America,2021,April,Leisure,300239,486403.75,169632.22,4239.49,121343,24162.01,3706,94567,5.91
Germany,North America,2020,October,Eco-tourism,182085,420483.05,258919.26,2640.03,133608.31,20461.09,2833,31011,4.22
USA,Western Europe,2022,December,Medical,365828,594829.97,462642.1,4095.02,96595.01,14596.2,1981,77226,9.73
UK,North America,2022,December,Medical,67519,172574.3,223659.11,1290.36,127987.45,35453.2,3393,96777,9.69
Canada,Western Europe,2022,September,Cultural,109041,937734.23,289860.16,985.21,36840.01,19500.16,1862,7953,6.24
Spain,Western Europe,2020,May,Cultural,319249,529848.17,368917.44,3435.95,15522.8,11916.22,2030,53751,8.69
Germany,Western Europe,2023,September,Adventure,484742,318387.74,425203.23,1865.55,198280.01,47708.62,3262,60823,8.71
Switzerland,North America,2023,May,Leisure,138717,956798.9,238147.19,2229.4,75262.62,33094.95,1908,60564,2.78
Spain,North America,2021,April,Eco-tourism,398270,204709.78,49110.03,4110.32,167112.91,12999.41,4119,88613,8.83
Germany,Western Europe,2021,January,Eco-tourism,432580,19834.78,196636.96,4752.81,67561.03,6421.82,3244,86838,2.18
Spain,North America,2020,September,Cultural,88439,67037.97,492485.52,4003.81,58986.19,1255.11,542,20295,6.74
Netherlands,Western Europe,2021,October,Leisure,402363,298730.6,290176.95,1753.87,170479.24,19660.73,3170,75354,7.41
Canada,North America,2022,December,Medical,398984,307767.95,307111.98,3519.37,175194.15,6508.83,662,24492,9.84
UK,Australia,2020,August,Adventure,46565,916533.13,360115.62,2602.49,130330.19,31514.87,2590,59511,3.48
Netherlands,Western Europe,2021,May,Eco-tourism,162930,393516.74,439824.15,2263.16,96790.77,44571.04,4184,23200,6.71
Switzerland,North America,2022,May,Eco-tourism,397272,11035.14,355654.2,4324.68,65087.39,7697.56,2560,27312,9.11
Italy,North America,2022,September,Eco-tourism,476611,992703.37,499304.87,1790.87,186917.77,33310.3,1680,45162,7.57
Australia,Western Europe,2021,January,Leisure,471557,688361.17,453315.49,1171.77,64502.83,3996.54,715,44181,6.39
UK,Western Europe,2023,November,Cultural,25881,807698.15,351445.04,1726,101081.77,20909.4,4537,97533,2.74
Australia,Western Europe,2022,November,Eco-tourism,261854,185366.95,379401.91,2227.32,183126.81,39844.43,4493,46527,6.01
Spain,North America,2022,May,Eco-tourism,204087,699271.25,40079.54,3669.77,166846.68,26542.15,1186,20701,4.13
USA,North America,2023,June,Leisure,395495,947072.85,232420.78,777.87,56179.95,19483.19,1108,27056,5.44
USA,Western Europe,2022,March,Eco-tourism,369895,441737.45,332634.44,542.53,152786.88,2357.15,1250,18765,2.66
Canada,North America,2021,December,Cultural,319043,972295.38,372829.18,4058.05,174058.16,32014.14,2791,34045,6.79
Australia,Western Europe,2023,March,Leisure,161206,321807.72,118938.71,3623.61,58954.05,8731.49,2104,24722,7.46
Germany,Western Europe,2023,November,Adventure,112691,589773.85,39450.85,3285.9,65827.14,7351.29,1177,16322,3.46
Spain,Australia,2020,December,Medical,390989,688836.07,122430.64,2520.2,47651.69,3920.16,2609,46480,3.86
